Perfect Strangers,"00:42:59,000 --> 00:43:02,083",Speaker_2,عظيم، سآتي غدًا في الساعة الرابعة اتفقنا؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:02,166 --> 00:43:03,541",Speaker_1,في أي وقت يا سيدتي سنكون موجودين,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:03,625 --> 00:43:06,625",Speaker_2,حسنًا شكرًا يا إيميليو إلى اللقاء  طابت ليلتك,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:06,708 --> 00:43:09,625",Speaker_1,هذا إيميليو، خبير الحواسيب  وهل سميته ستيف جوبز؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:09,708 --> 00:43:12,458",Speaker_2,أجل، إنها نكتة مضحكة  ماذا عن السائق؟ هل سميته شوماخر؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:12,541 --> 00:43:13,625",Speaker_1,كفى,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:16,916 --> 00:43:17,958",Speaker_2,رسالة نصية,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:18,625 --> 00:43:19,958",Speaker_1,زياد، وأنت أيضًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:21,000 --> 00:43:22,041",Speaker_2,هذا فريد,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:22,125 --> 00:43:24,916",Speaker_1,فريد بشأن مباراة كرة القدم غدًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:25,000 --> 00:43:26,083",Speaker_2,وأنا أيضًا فريد,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:26,166 --> 00:43:27,791",Speaker_1,وأنا أيضًا فريد,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:28,833 --> 00:43:30,583",Speaker_2,لم يصلني شيء  كيف ذلك؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:31,833 --> 00:43:34,916",Speaker_1,ستصلك تتأخر الرسائل أحيانًا  نعم، بالطبع,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:39,666 --> 00:43:41,208",Speaker_2,هل شكّلتم مجموعة دردشة أخرى من دوني؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:42,208 --> 00:43:43,041",Speaker_1,هذا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:44,041 --> 00:43:47,541",Speaker_2,هذا فريد تعرف كيف هو  لا، لا أعرف أخبرني,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:47,625 --> 00:43:49,708",Speaker_1,فريد أنت تعرف فريد,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:49,791 --> 00:43:53,833",Speaker_2,إنه ينسى أطفاله إنه فريد فحسب,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:53,916 --> 00:43:56,916",Speaker_1,لا تضخم الأمر تعال معنا غدًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:57,500 --> 00:43:59,208",Speaker_2,تعال والعب غدًا وانس أمره,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:43:59,291 --> 00:44:02,958",Speaker_1,إن كنت لا ترغب في اللعب، ابق على مقعد الاحتياط تعال فحسب,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:03,041 --> 00:44:04,875",Speaker_2,كفى هراءً,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:04,958 --> 00:44:07,583",Speaker_1,هل كُتب غبي على جبهتي؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:07,666 --> 00:44:10,375",Speaker_2,أعرف ما تفعلونه عندما كنت سمينًا، لم تسمحوا لي باللعب,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:10,458 --> 00:44:12,833",Speaker_1,والآن، خسرت وزنًا لكنكم لا تتصلون بي إلّا حين تريدون حارس مرمى,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:12,916 --> 00:44:14,833",Speaker_2,هذا سيئ هل تفعلون هذا حقًا؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:14,916 --> 00:44:16,916",Speaker_1,طبعًا لا  لا تنصتي إليه,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:17,000 --> 00:44:18,375",Speaker_2,ظننت أنكم أصدقاء مقربون ما,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:18,458 --> 00:44:20,500",Speaker_1,أي أصدقاء؟ لم أصمد معهم حتى على واتساب,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:20,583 --> 00:44:22,541",Speaker_2,غير معقول  يحق لك أن تغضب,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:22,625 --> 00:44:23,583",Speaker_1,هذا يكفي,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:24,666 --> 00:44:25,750",Speaker_2,أقسم إنني لم أتلقّ شيئًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:25,833 --> 00:44:28,000",Speaker_1,انظر هل وصلني شيء؟  دعني أرى,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:29,708 --> 00:44:34,125",Speaker_2,إن لم يصلك شيء، أطفئ الهاتف وأعد تشغيله أحيانًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:34,208 --> 00:44:35,833",Speaker_1,لا يتجاوب  أجل، لا يتجاوب,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:35,916 --> 00:44:37,625",Speaker_2,حسنًا، من يريد ملوخية؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:37,708 --> 00:44:40,041",Speaker_1,فقدت شهيتي  لا يا ربيع أعددتها خصيصًا لك,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:40,125 --> 00:44:41,583",Speaker_2,حصة صغيرة  وصل فخذ الخروف,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:41,666 --> 00:44:43,458",Speaker_1,مدهش  خروف,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:43,541 --> 00:44:44,791",Speaker_2,ملوخية ثم هذا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:45,458 --> 00:44:46,500",Speaker_1,عجبًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:46,583 --> 00:44:48,958",Speaker_2,من؟  هذه المرة، إنه زياد وحده,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:49,041 --> 00:44:51,458",Speaker_1,أجل، هذا هاتفي  من؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:52,166 --> 00:44:53,541",Speaker_2,نيكول,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:53,625 --> 00:44:55,416",Speaker_1,اتصل بي الأمر طارئ,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:57,291 --> 00:44:58,916",Speaker_2,مع ثلاث نقاط أحسنت يا نيكول,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:44:59,000 --> 00:45:02,416",Speaker_1,من هي نيكول التي تريدك أن تتصل بها بشكل طارئ؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:02,500 --> 00:45:03,875",Speaker_2,لن أخبرك,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:03,958 --> 00:45:05,750",Speaker_1,من هي؟ لم نفهم,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:05,833 --> 00:45:08,500",Speaker_2,أعتذر لأنني سأخيّب ظنكم نيكول هي المنسقة في الشركة,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:08,583 --> 00:45:11,208",Speaker_1,رائع المنسقة,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:11,291 --> 00:45:13,125",Speaker_2,مسمّى وظيفي مبطّن جميل  إنه أنيق,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:13,208 --> 00:45:15,666",Speaker_1,عاود الاتصال بها لنر ما تريده المنسقة,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:15,750 --> 00:45:16,750",Speaker_2,لا شيء مهم,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:16,833 --> 00:45:20,541",Speaker_1,لا بد أنها مشكلة مع سائق وتريدني أن أحلها,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:20,625 --> 00:45:23,833",Speaker_2,تتصل دائمًا في وقت متأخر لأسباب تافهة وتُحلّ المشكلة في اليوم التالي,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:24,541 --> 00:45:26,708",Speaker_1,أحبّ دفاعها عن زوجها,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:27,375 --> 00:45:28,666",Speaker_2,أحسنت,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:28,750 --> 00:45:31,416",Speaker_1,لكنهما تزوجا للتو ما زال الوقت مبكرًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:32,875 --> 00:45:34,333",Speaker_2,حبيبي زياد,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:34,416 --> 00:45:36,958",Speaker_1,اتصل وأرهم أنك لا تحتاج إلى من يدافع عنك هيا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:37,041 --> 00:45:40,625",Speaker_2,عزيزتي، ستقول لي إن المسألة معقدة وسنضطر إلى المغادرة,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:40,708 --> 00:45:43,250",Speaker_1,وسأقضي الليلة بأكملها في حل المشكلة أفضّل ألّا أجيب,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:43,333 --> 00:45:46,708",Speaker_2,لا يمكنك أن تسهر طوال الليل سنذهب إلى منزل والديّ في الصباح الباكر,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:46,791 --> 00:45:47,708",Speaker_1,شكرًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:47,791 --> 00:45:49,625",Speaker_2,إذًا، حُلت المشكلة,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:49,708 --> 00:45:53,791",Speaker_1,يجب أن تروا نيكول إنها سمينة وليست من الفتيات اللواتي يعجبنه,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:53,875 --> 00:45:56,125",Speaker_2,كيف تبدو الفتيات اللواتي يعجبن زياد؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:45:56,208 --> 00:45:59,041",Speaker_1,لديها وحمة هنا، صحيح؟  ليست وحمة إنه وشم,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:00,291 --> 00:46:02,791",Speaker_2,لذيذة جدًا يمكنني أن أتذوق الأرانب حقًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:02,875 --> 00:46:05,041",Speaker_1,لذيذة جدًا هل أعجبتك؟  أجل,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:05,125 --> 00:46:07,166",Speaker_2,لو لم يكن مستاءً، لأكلنا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:07,250 --> 00:46:08,875",Speaker_1,أريد القليل من لحم الفخذ,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:09,458 --> 00:46:10,541",Speaker_2,ضعي لي القليل من فضلك,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:10,625 --> 00:46:12,791",Speaker_1,المزيد أنا  وحبة طماطم من الأعلى,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:12,875 --> 00:46:14,000",Speaker_2,سآكل ما فوقها,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:14,083 --> 00:46:16,500",Speaker_1,وليد أعدّ الفخذ  لا يوجد بصل أم هناك؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:16,583 --> 00:46:19,125",Speaker_2,لذيذ  أمضى اليوم في إعداده,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:19,208 --> 00:46:21,333",Speaker_1,ما هذه الضجة؟  هذا أنا إنه التطبيق,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:21,416 --> 00:46:23,333",Speaker_2,إلى أين؟  مهلًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:23,416 --> 00:46:24,875",Speaker_1,استعدّ للتدريب,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:24,958 --> 00:46:26,125",Speaker_2,اتخذ موقعك,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:26,208 --> 00:46:29,541",Speaker_1,بعد ثلاثة، اثنان، واحد، ابدأ,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:30,708 --> 00:46:32,000",Speaker_2,ما هذا؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:32,083 --> 00:46:34,666",Speaker_1,هذا تطبيق حمّلته على مدى 12 أسبوعًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:34,750 --> 00:46:37,375",Speaker_2,دقيقتان كل يوم وسيشد جسدك كله,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:37,458 --> 00:46:39,666",Speaker_1,يبدو أنك بدأت للتو لأنك جسمك ما زال مترهلًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:39,750 --> 00:46:41,250",Speaker_2,هل عليك أن تفعل ذلك الآن؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:41,333 --> 00:46:44,083",Speaker_1,يجب أن أفعل ذلك في كل مرة يرن فيها، وإلا فلن أرى أي نتائج,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:44,166 --> 00:46:47,000",Speaker_2,أحسنت صنعًا هيا يا بيبو  شكرًا يا عزيزتي,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:47,083 --> 00:46:50,000",Speaker_1,هل يجب أن تنهض حتى لو رنّ أثناء نومك؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:50,083 --> 00:46:52,083",Speaker_2,مستيقظًا أو نائمًا، يجب أن أفعل ذلك,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:52,166 --> 00:46:54,666",Speaker_1,إن رنّ أثناء نومي، فسأرمي الهاتف أرضًا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:55,458 --> 00:46:57,125",Speaker_2,وما الجدوى من ذلك إذًا؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:46:57,208 --> 00:47:00,500",Speaker_1,ما الجدوى إذًا؟ أنت تخدع التطبيق وتخدع نفسك ولن تحصل على أي نتائج,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:01,333 --> 00:47:04,083",Speaker_2,هل يخبرك كم عضلة معدة مرّنت؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:04,166 --> 00:47:06,166",Speaker_1,بحقكم اسخروا كما تشاؤون،,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:06,250 --> 00:47:08,041",Speaker_2,أنتم وبطونكم المنتفخة أمامكم,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:08,125 --> 00:47:10,791",Speaker_1,اكتمل التدريب  هل انتهت الدقائق الخمس؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:10,875 --> 00:47:11,708",Speaker_2,دقيقتان,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:11,791 --> 00:47:14,125",Speaker_1,لكن دقيقتان تلو دقيقتين، سأنجح هل فهمت؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:14,208 --> 00:47:16,416",Speaker_2,يعجبني هذا التطبيق  سأحمّله لك,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:16,500 --> 00:47:18,958",Speaker_1,أي شيء يجبر الناس على الحركة,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:19,041 --> 00:47:20,583",Speaker_2,بدا لي أن جسمك تغير,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:20,666 --> 00:47:21,708",Speaker_1,أرى الفرق  حقًا؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:21,791 --> 00:47:24,000",Speaker_2,أجل، أشعر بأنه أصبح مشدودًا هنا  أجل لقد نحفت,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:24,083 --> 00:47:25,916",Speaker_1,دعني أرى كم فعلت,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:26,958 --> 00:47:28,541",Speaker_2,هل أعجبتك الملوخية يا جنى؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:28,625 --> 00:47:30,208",Speaker_1,أتوسل إليك  رائعة إنها لذيذة,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:30,291 --> 00:47:31,333",Speaker_2,أليست حامضة؟  لا,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:32,666 --> 00:47:33,875",Speaker_1,استمتعي بالطبق,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:34,666 --> 00:47:36,583",Speaker_2,زياد، لماذا لا تريد الملوخية؟,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:37,333 --> 00:47:39,291",Speaker_1,أعطيني هذه,3962e93a-af2d-4232-87bd-2a1791343d03
Perfect Strangers,"00:47:57,458 --> 00:47:58,833",Speaker_1,لماذا لم تخبرني؟,91e42c1f-a9b1-4360-9885-99847c579a40
Perfect Strangers,"00:47:59,833 --> 00:48:02,583",Speaker_2,ماذا أخبرك؟  أنك تزور طبيبًا نفسيًا,91e42c1f-a9b1-4360-9885-99847c579a40
Perfect Strangers,"00:48:04,625 --> 00:48:05,625",Speaker_1,هل أعرفه؟,91e42c1f-a9b1-4360-9885-99847c579a40
Perfect Strangers,"00:48:07,166 --> 00:48:08,000",Speaker_2,لا,91e42c1f-a9b1-4360-9885-99847c579a40
Perfect Strangers,"00:48:09,125 --> 00:48:10,166",Speaker_1,هل أعرفها؟,91e42c1f-a9b1-4360-9885-99847c579a40
Perfect Strangers,"00:48:13,208 --> 00:48:14,291",Speaker_2,منذ متى؟,91e42c1f-a9b1-4360-9885-99847c579a40
Perfect Strangers,"00:48:14,958 --> 00:48:16,416",Speaker_1,منذ نحو ستة أشهر,91e42c1f-a9b1-4360-9885-99847c579a40
Perfect Strangers,"00:48:19,166 --> 00:48:20,208",Speaker_2,هل أنت مستاءة؟,91e42c1f-a9b1-4360-9885-99847c579a40
Perfect Strangers,"00:48:26,166 --> 00:48:27,166",Speaker_1,لا أعرف,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:48:28,291 --> 00:48:29,750",Speaker_2,ربما قليلًا,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:48:31,750 --> 00:48:35,041",Speaker_1,لطالما كنت تعارض ذلك لماذا الآن؟,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:48:35,750 --> 00:48:39,375",Speaker_2,لا أعرف، بسبب أشياء كثيرة فكرت في أن أحاول كي لا أندم لاحقًا,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:48:39,458 --> 00:48:40,958",Speaker_1,أجرّب كل شيء، وهكذا,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:48:41,041 --> 00:48:45,041",Speaker_2,إن لم نعد معًا يومًا ما، فلن أندم على عدم المحاولة,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:48:45,125 --> 00:48:45,958",Speaker_1,مثلًا,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:48:48,250 --> 00:48:50,833",Speaker_2,هل تستفيد؟  لا أعرف أنت أخبريني,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:48:54,208 --> 00:48:57,916",Speaker_1,لا شك أنني أحاول رؤية الأمور من منظار مختلف لكن,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:48:58,541 --> 00:49:00,833",Speaker_2,أجرّب بقدر ما يمكنني  ماذا تقصد؟,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:49:01,333 --> 00:49:04,541",Speaker_1,في كل مرة نتجادل، تصبح معركة غرور بيننا ونبدأ,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:49:05,041 --> 00:49:07,291",Speaker_2,نتحارب لنرى من سيفرض رأيه بيننا,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:49:08,166 --> 00:49:11,958",Speaker_1,لم لا أعترف مرة أنني مخطئ على سبيل المثال؟,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:49:12,958 --> 00:49:15,458",Speaker_2,لم لا؟ ربما هذا ما علينا فعله,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:49:16,875 --> 00:49:19,291",Speaker_1,أتراجع خطوة إلى الوراء لنتمكن من المضي قدمًا معًا,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:49:20,125 --> 00:49:22,291",Speaker_2,أنا قلق جدًا من وضعنا الحالي,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:49:22,833 --> 00:49:24,583",Speaker_1,قد ينتهي بنا المطاف مثل باربي و,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:49:25,750 --> 00:49:27,416",Speaker_2,ما كان اسم زوجها؟,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:49:28,583 --> 00:49:30,208",Speaker_1,كين  كين,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:49:31,041 --> 00:49:33,416",Speaker_2,هي مصنوعة من البلاستيك وهو بلا خصيتين,eee57486-f1b4-4b84-873d-18d3f608601c
Perfect Strangers,"00:49:51,333 --> 00:49:53,333",Speaker_1,هذا يكفي حسنًا ألم تحاول,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:49:54,125 --> 00:49:55,291",Speaker_2,ربيع، وصلتك رسالة واتساب,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:49:55,375 --> 00:49:57,583",Speaker_1,لماذا قد يكون قلقًا؟ زوجته ليست معه,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:49:58,083 --> 00:50:00,250",Speaker_2,رسالة من إيزا  أجل إيزا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:00,333 --> 00:50:03,291",Speaker_1,نعم، إيزا وليست رشا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:03,375 --> 00:50:05,500",Speaker_2,لماذا تصرخ؟  أنا أؤكد أنها ليست رشا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:05,583 --> 00:50:09,791",Speaker_1,لا، إيزا صديقة لي ومن وقت لآخر، ترسل لي صورًا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:12,166 --> 00:50:13,041",Speaker_2,الشاشة  ما هذا؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:13,125 --> 00:50:14,000",Speaker_1,ما الأمر؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:14,083 --> 00:50:15,291",Speaker_2,شيء خاص  أرني,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:15,375 --> 00:50:16,708",Speaker_1,لا، لا داعي  ما الشيء الخاص؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:16,791 --> 00:50:19,541",Speaker_2,هذه ليست اللعبة  اللعبة ليست مقدسة هذا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:19,625 --> 00:50:21,458",Speaker_1,لن تفسد اللعبة في كل مرة يحين دورك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:21,541 --> 00:50:22,958",Speaker_2,لست أفسدها,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:23,041 --> 00:50:24,583",Speaker_1,ربيع، لا تجبرني على أخذه بالقوة,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:24,666 --> 00:50:26,291",Speaker_2,تابع الأكل من فضلك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:26,375 --> 00:50:29,500",Speaker_1,زياد، أرجوك هناك أشياء لا يمكنكم رؤيتها,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:29,583 --> 00:50:30,875",Speaker_2,أرجوكم، لو سمحتم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:30,958 --> 00:50:31,875",Speaker_1,زياد,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:31,958 --> 00:50:34,125",Speaker_2,زياد، اترك الهاتف هذا أمر خاص من فضلك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:34,208 --> 00:50:36,416",Speaker_1,زياد على رسلك  قلت لك,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:36,500 --> 00:50:38,916",Speaker_2,اتفقنا أنه على الجميع أن يظهروا,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:39,625 --> 00:50:41,458",Speaker_1,ما الأمر؟ تكلّم,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:41,541 --> 00:50:42,625",Speaker_2,لا يا مريم لا  لماذا؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:43,208 --> 00:50:45,208",Speaker_1,يا سلام  تبًا لكما خدشتما الشاشة,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:45,291 --> 00:50:46,625",Speaker_2,أيها الطبيب  ما الأمر؟,c74722af-415e-4bf0-a972-3c155a2d1490
Perfect Strangers,"00:50:46,708 --> 00:50:48,291",Speaker_1,وصلت في الوقت المناسب  أريد أن أرى,c74722af-415e-4bf0-a972-3c155a2d1490
